@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
13, 1, 0, 7, 43, 11, 3.30769, 31, 6, 2.38462, 12, 6, 0.923077, 90.2492, 302.571, 5, 3, 2, 3, 15, 1, 2, 6, 26, 6, 39, 1, 0, 0, 4, 15, 8, 0
29, 1, 0, 6, 91, 15, 3.13793, 93, 18, 3.2069, -2, 8, -0.0689655, 86.9482, 240.714, 5, 2, 0, 5, 0, 0, 0, 1, 23, 1, 14, 0, 0, 0, 0, 16, 3, 1
23, 0, 0, 8, 147, 38, 6.3913, 132, 50, 5.73913, 15, 15, 0.652174, 114.988, 227.429, 12, 3, 0, 12, 231, 0, 1, 1, 116, 22, 72, 1, 1, 0, 8, 61, 33, 1
12, 1, 0, 6, 109, 42, 9.08333, 77, 42, 6.41667, 32, 42, 2.66667, 79.9371, 333.143, 9, 1, 9, 0, 15, 1, 2, 0, 18, 6, 6, 2, 0, 0, 5, 9, 5, 0
7, 0, 0, 4, 90, 67, 12.8571, 113, 94, 16.1429, -23, 5, -3.28571, 82.3413, 133.571, 14, 3, 1, 13, 171, 0, 3, 5, 355, 19, 65, 1, 16, 2, 2, 273, 137, 1
40, 1, 1, 9, 442, 203, 11.05, 356, 121, 8.9, 86, 82, 2.15, 115.056, 335.286, 15, 3, 5, 10, 171, 0, 4, 10, 152, 19, 76, 4, 1, 0, 17, 87, 46, 0
16, 0, 0, 5, 179, 97, 11.1875, 51, 41, 3.1875, 128, 97, 8, 80.2315, 144.857, 13, 2, 0, 13, 190, 0, 1, 1, 140, 20, 69, 0, 4, 0, 8, 55, 28, 0
31, 1, 0, 5, 312, 74, 10.0645, 269, 53, 8.67742, 43, 21, 1.3871, 73.7633, 227.429, 24, 7, 3, 21, 741, 2, 6, 2, 185, 39, 101, 6, 0, 0, 37, 92, 84, 0
8, 0, 0, 4, 335, 221, 41.875, 175, 65, 21.875, 160, 169, 20, 20.8367, 110.857, 6, 1, 3, 3, 136, 0, 1, 0, 142, 17, 6, 1, 5, 0, 12, 58, 34, 1
7, 0, 0, 5, 15, 6, 2.14286, 18, 5, 2.57143, -3, 1, -0.428571, 90.5714, 194, 3, 1, 1, 2, 3, 0, 3, 0, 16, 3, 0, 3, 0, 0, 3, 8, 3, 0
17, 0, 0, 4, 554, 185, 32.5882, 130, 82, 7.64706, 424, 185, 24.9412, 20.6235, 140, 8, 2, 3, 5, 190, 1, 13, 1, 171, 20, 13, 11, 1, 0, 1, 64, 29, 1
2, 0, 0, 1, 10, 10, 5, 0, 0, 0, 10, 10, 5, 0.428571, 131.857, 1, 3, 1, 0, 1, 0, 0, 1, 6, 2, 5, 0, 0, 0, 1, 2, 2, 0
64, 3, 3, 6, 2814, 491, 43.9687, 956, 256, 14.9375, 1858, 491, 29.0313, 29.6997, 149.143, 43, 3, 4, 42, 561, 0, 14, 1, 801, 34, 24, 14, 14, 0, 8, 419, 197, 1
10, 1, 0, 7, 39, 14, 3.9, 27, 8, 2.7, 12, 6, 1.2, 176.245, 335.286, 23, 1, 20, 3, 66, 0, 2, 0, 38, 12, 6, 2, 0, 0, 12, 28, 14, 0
18, 2, 0, 7, 177, 74, 9.83333, 128, 65, 7.11111, 49, 25, 2.72222, 111.533, 335.286, 10, 2, 4, 6, 66, 0, 5, 0, 83, 12, 29, 4, 0, 0, 12, 53, 25, 0
20, 6, 1, 3, 413, 112, 20.65, 373, 223, 18.65, 40, 112, 2, 24.4732, 152, 2, 1, 1, 1, 15, 9, 5, 0, 21, 6, 6, 0, 0, 0, 5, 11, 5, 0
5, 0, 0, 4, 15, 8, 3, 8, 6, 1.6, 7, 7, 1.4, 47.2, 128.143, 7, 2, 0, 7, 1, 0, 1, 6, 29, 2, 10, 1, 0, 0, 1, 22, 5, 0
16, 0, 0, 7, 145, 24, 9.0625, 111, 24, 6.9375, 34, 21, 2.125, 84.1744, 241, 3, 2, 1, 2, 6, 0, 2, 0, 27, 4, 9, 2, 0, 0, 2, 14, 8, 0
3, 0, 0, 2, 12, 10, 4, 4, 4, 1.33333, 8, 10, 2.66667, 16.9762, 125.286, 5, 3, 1, 4, 3, 0, 0, 5, 25, 3, 14, 0, 0, 0, 2, 11, 8, 0
9, 0, 0, 4, 159, 75, 17.6667, 197, 72, 21.8889, -38, 9, -4.22222, 44.8239, 194.571, 11, 3, 0, 11, 231, 0, 5, 0, 272, 22, 21, 5, 7, 0, 15, 106, 50, 0
5, 0, 0, 4, 22, 19, 4.4, 33, 30, 6.6, -11, 0, -2.2, 76.8896, 118, 8, 1, 1, 7, 6, 0, 1, 0, 78, 4, 6, 1, 2, 0, 2, 38, 25, 0
36, 1, 0, 9, 337, 80, 9.36111, 186, 45, 5.16667, 151, 65, 4.19444, 171.594, 335.286, 19, 4, 4, 15, 120, 0, 5, 23, 187, 16, 88, 5, 0, 0, 15, 93, 51, 0
4, 0, 0, 2, 22, 21, 5.5, 22, 21, 5.5, 0, 21, 0, 17.6104, 99.2857, 0, 2, 0, 0, 0, 0, 0, 3, 3, 1, 20, 0, 0, 0, 1, 1, 1, 0
2, 0, 0, 2, 4, 4, 2, 4, 4, 2, 0, 0, 0, 148, 183.857, 2, 1, 1, 1, 1, 0, 0, 0, 15, 2, 7, 0, 0, 0, 2, 4, 2, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 1, 1, 0, 1, 0, 0, 0, 0, 3, 1, 6, 0, 0, 0, 1, 2, 1, 0
34, 0, 0, 6, 852, 233, 25.0588, 806, 226, 23.7059, 46, 55, 1.35294, 29.4946, 240.714, 9, 1, 1, 8, 15, 0, 4, 0, 161, 6, 6, 4, 2, 0, 4, 69, 23, 1
7, 0, 0, 4, 41, 10, 5.85714, 21, 11, 3, 20, 10, 2.85714, 58.5575, 188.429, 7, 1, 7, 0, 1, 0, 1, 0, 23, 2, 0, 1, 0, 0, 2, 6, 8, 0
49, 2, 0, 9, 1329, 267, 27.1224, 976, 327, 19.9184, 353, 202, 7.20408, 119.445, 227.429, 36, 5, 1, 35, 780, 0, 9, 2, 677, 40, 73, 9, 21, 0, 11, 342, 158, 0
20, 0, 0, 5, 93, 16, 4.65, 84, 26, 4.2, 9, 10, 0.45, 82.0061, 227.429, 7, 3, 2, 5, 10, 2, 0, 0, 41, 5, 67, 0, 0, 0, 5, 14, 12, 0
12, 1, 0, 7, 86, 28, 7.16667, 54, 19, 4.5, 32, 12, 2.66667, 109.752, 335.286, 2, 1, 0, 2, 15, 0, 4, 0, 33, 6, 0, 4, 1, 0, 5, 17, 9, 0
16, 1, 0, 4, 658, 279, 41.125, 48, 37, 3, 610, 279, 38.125, 13.6928, 151.143, 56, 4, 46, 10, 595, 3, 13, 0, 153, 35, 31, 8, 0, 0, 33, 83, 55, 0
5, 0, 0, 1, 39, 34, 7.8, 7, 3, 1.4, 32, 32, 6.4, 8.90476, 29.2857, 12, 5, 0, 12, 6, 0, 0, 7, 36, 4, 40, 0, 0, 0, 1, 33, 7, 1
10, 0, 0, 3, 56, 24, 5.6, 41, 18, 4.1, 15, 15, 1.5, 39.2934, 158, 0, 1, 0, 0, 10, 0, 2, 0, 54, 5, 0, 2, 2, 0, 2, 22, 9, 0
36, 2, 0, 8, 330, 79, 9.16667, 241, 67, 6.69444, 89, 35, 2.47222, 157.189, 335.286, 11, 4, 2, 9, 55, 0, 3, 8, 89, 11, 77, 2, 0, 0, 10, 60, 34, 1
28, 1, 0, 7, 822, 269, 29.3571, 787, 332, 28.1071, 35, 196, 1.25, 96.9082, 335.286, 12, 3, 0, 12, 171, 0, 4, 0, 238, 19, 21, 4, 5, 0, 14, 94, 36, 0
4, 0, 0, 2, 9, 4, 2.25, 10, 5, 2.5, -1, 0, -0.25, 9.90476, 56.4286, 8, 2, 1, 7, 1, 0, 0, 0, 50, 2, 11, 0, 0, 0, 1, 19, 11, 0
2, 0, 1, 2, 2, 2, 1, 2, 2, 1, 0, 0, 0, 58.5714, 95.5714, 2, 6, 0, 2, 1, 0, 0, 0, 7, 2, 20, 0, 0, 0, 2, 5, 2, 0
5, 0, 0, 3, 18, 8, 3.6, 15, 9, 3, 3, 5, 0.6, 93.6032, 183.857, 3, 2, 1, 2, 10, 0, 2, 0, 39, 5, 18, 1, 0, 0, 5, 18, 7, 0
22, 2, 0, 8, 134, 40, 6.09091, 88, 39, 4, 46, 36, 2.09091, 136.453, 258.857, 14, 1, 11, 3, 45, 4, 2, 0, 36, 10, 14, 2, 0, 0, 6, 19, 10, 0
3, 0, 1, 1, 22, 12, 7.33333, 18, 18, 6, 4, 10, 1.33333, 7.75325, 45.8571, 4, 1, 2, 2, 21, 1, 3, 0, 55, 7, 0, 2, 0, 0, 2, 25, 10, 0
10, 0, 0, 3, 414, 187, 41.4, 97, 25, 9.7, 317, 187, 31.7, 1.77812, 59.5714, 9, 2, 3, 6, 55, 0, 1, 0, 56, 11, 17, 1, 5, 0, 6, 29, 16, 0
3, 0, 0, 2, 4, 4, 1.33333, 0, 0, 0, 4, 4, 1.33333, 0.571429, 381, 3, 3, 1, 2, 1, 0, 0, 1, 21, 2, 5, 0, 0, 0, 1, 8, 5, 0
4, 0, 1, 3, 29, 23, 7.25, 6, 5, 1.5, 23, 23, 5.75, 16.1872, 104.429, 4, 2, 0, 4, 6, 0, 0, 0, 13, 4, 13, 0, 0, 0, 1, 9, 4, 1
7, 0, 0, 5, 21, 10, 3, 11, 4, 1.57143, 10, 10, 1.42857, 52.6327, 227.429, 5, 2, 5, 0, 1, 5, 0, 1, 6, 2, 39, 0, 0, 0, 1, 2, 2, 0
124, 3, 1, 8, 1505, 238, 12.1371, 1597, 287, 12.879, -92, 35, -0.741935, 110.56, 335.286, 153, 1, 146, 17, 231, 0, 24, 0, 168, 22, 0, 15, 0, 0, 22, 80, 49, 1
49, 1, 1, 5, 461, 124, 9.40816, 584, 223, 11.9184, -123, 112, -2.5102, 102.725, 240.714, 7, 1, 1, 6, 6, 0, 4, 0, 62, 4, 0, 4, 1, 0, 3, 21, 6, 0
8, 0, 0, 3, 127, 48, 15.875, 34, 17, 4.25, 93, 48, 11.625, 18.2104, 158.143, 7, 2, 0, 7, 6, 0, 0, 2, 58, 4, 9, 0, 1, 0, 1, 29, 17, 0
14, 4, 0, 4, 141, 40, 10.0714, 107, 33, 7.64286, 34, 28, 2.42857, 22.9139, 129.429, 11, 2, 4, 7, 10, 4, 1, 5, 65, 5, 12, 0, 0, 0, 1, 33, 20, 0
20, 0, 0, 2, 293, 97, 14.65, 138, 70, 6.9, 155, 91, 7.75, 22.1409, 99.2857, 10, 4, 1, 9, 171, 0, 9, 0, 196, 19, 32, 9, 10, 0, 9, 83, 32, 0
2, 0, 0, 2, 17, 17, 8.5, 31, 31, 15.5, -14, 0, -7, 63.8571, 98, 6, 1, 1, 5, 10, 0, 3, 0, 50, 5, 6, 3, 2, 0, 3, 25, 13, 0
3, 0, 0, 2, 13, 9, 4.33333, 10, 9, 3.33333, 3, 3, 1, 52.7033, 85.2857, 36, 1, 34, 2, 15, 0, 0, 0, 18, 6, 6, 0, 0, 0, 6, 24, 6, 0
16, 1, 0, 7, 64, 13, 4, 43, 11, 2.6875, 21, 10, 1.3125, 99.4174, 302.571, 7, 3, 2, 5, 36, 0, 2, 7, 41, 9, 54, 2, 0, 0, 7, 25, 13, 0
4, 0, 0, 2, 13, 10, 3.25, 20, 19, 5, -7, 10, -1.75, 46.5604, 118, 3, 2, 0, 3, 3, 2, 0, 1, 15, 3, 10, 0, 0, 0, 2, 10, 4, 0
5, 0, 0, 3, 35, 11, 7, 28, 12, 5.6, 7, 10, 1.4, 47.2612, 133.571, 5, 1, 4, 1, 36, 2, 5, 0, 66, 9, 6, 2, 2, 0, 3, 24, 14, 0
8, 0, 0, 5, 110, 87, 13.75, 57, 30, 7.125, 53, 57, 6.625, 203.332, 335.286, 4, 1, 0, 4, 3, 0, 0, 0, 92, 3, 6, 0, 3, 0, 0, 33, 19, 0
2, 0, 1, 2, 2, 2, 1, 1, 1, 0.5, 1, 1, 0.5, 58.5714, 95.5714, 2, 6, 0, 2, 3, 0, 0, 0, 10, 3, 20, 0, 0, 0, 3, 6, 3, 0
2, 0, 0, 2, 6, 6, 3, 7, 7, 3.5, -1, 0, -0.5, 59.8571, 96, 5, 2, 2, 3, 3, 0, 1, 0, 17, 3, 43, 1, 0, 0, 2, 6, 5, 0
12, 1, 0, 6, 12, 1, 1, 12, 1, 1, 0, 0, 0, 95.4643, 244.714, 17, 3, 10, 7, 55, 0, 2, 0, 170, 11, 44, 2, 0, 0, 11, 59, 29, 1
49, 9, 1, 3, 2311, 644, 47.1633, 3683, 2030, 75.1633, -1372, 218, -28, 35.1323, 66, 34, 1, 9, 27, 2415, 0, 60, 0, 829, 70, 9, 25, 11, 19, 0, 263, 177, 1
32, 4, 0, 10, 424, 58, 13.25, 238, 51, 7.4375, 186, 51, 5.8125, 168.949, 368.143, 179, 1, 174, 5, 120, 0, 6, 0, 138, 16, 18, 5, 0, 1, 16, 99, 46, 0
2, 0, 0, 2, 2, 1, 1, 2, 1, 1, 0, 0, 0, 8.07143, 23.1429, 5, 1, 1, 4, 3, 0, 7, 0, 40, 3, 11, 7, 0, 0, 3, 12, 10, 0
2, 1, 0, 1, 2, 1, 1, 2, 1, 1, 0, 0, 0, 39.7857, 325.857, 5, 1, 0, 5, 0, 0, 0, 0, 19, 1, 10, 0, 0, 0, 1, 7, 3, 0
24, 4, 0, 9, 999, 468, 41.625, 251, 69, 10.4583, 748, 420, 31.1667, 314.776, 368.143, 128, 1, 122, 6, 465, 0, 11, 0, 240, 31, 18, 3, 4, 7, 27, 72, 66, 0
7, 0, 0, 4, 30, 20, 4.28571, 19, 9, 2.71429, 11, 11, 1.57143, 32.4762, 242.143, 0, 2, 0, 0, 0, 0, 1, 2, 4, 1, 19, 0, 0, 1, 1, 1, 1, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 6.57143, 1, 2, 0, 1, 21, 0, 8, 6, 345, 7, 35, 8, 6, 0, 1, 32, 51, 0
14, 2, 0, 7, 134, 36, 9.57143, 22, 5, 1.57143, 112, 33, 8, 50.0437, 242.143, 6, 1, 4, 2, 21, 0, 18, 0, 44, 7, 18, 4, 0, 1, 7, 20, 13, 1
6, 1, 0, 3, 349, 274, 58.1667, 283, 274, 47.1667, 66, 38, 11, 103.953, 121.571, 16, 2, 13, 3, 231, 3, 16, 0, 182, 22, 41, 0, 0, 0, 20, 57, 60, 0
10, 0, 0, 4, 422, 324, 42.2, 342, 324, 34.2, 80, 49, 8, 15.8812, 90.5714, 23, 1, 14, 9, 66, 0, 6, 0, 182, 12, 9, 6, 4, 0, 8, 120, 37, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 62.7143, 5, 1, 2, 3, 1, 0, 2, 0, 13, 2, 9, 2, 0, 0, 2, 5, 3, 0
5, 0, 0, 3, 5, 1, 1, 5, 1, 1, 0, 0, 0, 13.9429, 250.143, 2, 2, 0, 2, 1, 0, 2, 0, 6, 2, 15, 1, 0, 0, 2, 5, 2, 0
6, 1, 0, 4, 14, 6, 2.33333, 13, 6, 2.16667, 1, 2, 0.166667, 57.3265, 180.143, 4, 1, 2, 3, 10, 0, 2, 0, 20, 5, 9, 2, 0, 0, 4, 11, 6, 0
3, 1, 0, 2, 3, 1, 1, 3, 1, 1, 0, 0, 0, 40.4286, 307.429, 8, 1, 0, 8, 1, 0, 1, 0, 40, 2, 9, 0, 1, 0, 1, 26, 9, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 1, 1, 0, 0, 0, 2, 9, 0, 0, 0, 0, 2, 0, 0
36, 4, 0, 11, 291, 39, 8.08333, 297, 51, 8.25, -6, 39, -0.166667, 164.852, 368.143, 65, 3, 57, 8, 36, 2, 2, 0, 61, 9, 37, 1, 1, 1, 8, 30, 18, 0
2, 0, 0, 1, 2, 1, 1, 2, 1, 1, 0, 0, 0, 15.2143, 179.286, 4, 2, 1, 3, 28, 0, 8, 0, 86, 8, 24, 0, 0, 0, 7, 34, 16, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 219.286, 6, 1, 5, 1, 45, 0, 9, 0, 54, 10, 9, 1, 0, 8, 7, 24, 13, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 30.8571, 4, 1, 2, 2, 1, 0, 6, 0, 76, 2, 9, 0, 0, 6, 2, 8, 15, 1
3, 0, 0, 2, 76, 42, 25.3333, 45, 42, 15, 31, 31, 10.3333, 10.3929, 90.5714, 8, 4, 0, 8, 3, 0, 0, 13, 39, 3, 51, 0, 0, 0, 2, 33, 10, 0
8, 1, 0, 5, 79, 26, 9.875, 119, 51, 14.875, -40, 1, -5, 137.492, 368.143, 3, 3, 0, 3, 1, 0, 1, 1, 14, 2, 16, 1, 0, 0, 2, 10, 4, 0
18, 3, 0, 8, 322, 120, 17.8889, 269, 82, 14.9444, 53, 38, 2.94444, 125.349, 368.143, 8, 3, 1, 7, 78, 2, 9, 0, 107, 13, 17, 4, 3, 0, 6, 44, 33, 0
9, 1, 0, 4, 83, 32, 9.22222, 72, 29, 8, 11, 32, 1.22222, 70.0826, 216.286, 6, 1, 2, 4, 1, 0, 0, 0, 44, 2, 9, 0, 0, 0, 2, 18, 10, 0
10, 0, 0, 6, 84, 27, 8.4, 107, 51, 10.7, -23, 9, -2.3, 198.361, 349.857, 3, 3, 1, 2, 10, 3, 6, 1, 55, 5, 16, 6, 0, 0, 3, 15, 13, 1
4, 0, 0, 3, 52, 48, 13, 60, 48, 15, -8, 0, -2, 11.467, 90.5714, 2, 4, 0, 2, 1, 0, 0, 2, 7, 2, 44, 0, 0, 0, 2, 4, 2, 0
3, 0, 0, 3, 8, 6, 2.66667, 7, 5, 2.33333, 1, 1, 0.333333, 73.4286, 170.143, 9, 2, 5, 4, 105, 4, 3, 1, 73, 15, 30, 3, 0, 0, 9, 64, 24, 0
2, 0, 0, 1, 17, 16, 8.5, 2, 1, 1, 15, 15, 7.5, 45.042, 136.571, 1, 2, 0, 1, 0, 6, 0, 0, 3, 1, 11, 0, 0, 0, 1, 2, 1, 0
22, 3, 0, 6, 241, 45, 10.9545, 128, 51, 5.81818, 113, 45, 5.13636, 217.232, 368.143, 74, 1, 69, 5, 153, 7, 2, 0, 64, 18, 9, 0, 0, 1, 17, 35, 18, 1
2, 0, 0, 2, 2, 1, 1, 4, 3, 2, -2, 0, -1, 24.9286, 53.1429, 4, 1, 1, 3, 1, 0, 0, 0, 34, 2, 10, 0, 0, 0, 2, 15, 5, 0
7, 1, 0, 2, 37, 16, 5.28571, 26, 12, 3.71429, 11, 15, 1.57143, 35.1892, 136.571, 11, 1, 2, 9, 3, 0, 1, 0, 56, 3, 10, 1, 0, 0, 2, 25, 10, 0
2, 0, 1, 1, 3, 2, 1.5, 11, 10, 5.5, -8, 0, -4, 3.14286, 11.7143, 14, 2, 1, 13, 3, 0, 6, 0, 130, 3, 11, 2, 0, 4, 2, 35, 18, 1
3, 0, 0, 3, 9, 8, 3, 15, 13, 5, -6, 0, -2, 154.032, 180.286, 4, 3, 1, 3, 1, 0, 1, 1, 19, 2, 16, 0, 0, 1, 2, 6, 4, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 6.57143, 3, 4, 1, 2, 3, 0, 0, 15, 9, 3, 80, 0, 0, 0, 1, 6, 4, 0
11, 2, 0, 7, 108, 26, 9.81818, 22, 8, 2, 86, 22, 7.81818, 113.093, 244.714, 11, 3, 4, 7, 66, 0, 2, 0, 144, 12, 44, 2, 0, 0, 12, 34, 21, 0
3, 0, 0, 2, 82, 43, 27.3333, 46, 43, 15.3333, 36, 36, 12, 10.3537, 90.5714, 7, 3, 1, 6, 3, 0, 0, 12, 39, 3, 46, 0, 0, 0, 2, 27, 6, 0
1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 11.7143, 2, 1, 2, 0, 10, 1, 0, 0, 0, 5, 9, 0, 0, 0, 0, 5, 0, 0
3, 0, 0, 3, 7, 6, 2.33333, 8, 5, 2.66667, -1, 1, -0.333333, 95.7143, 190, 4, 2, 0, 4, 1, 0, 2, 14, 35, 2, 15, 2, 0, 0, 2, 12, 6, 0
9, 2, 0, 2, 60, 29, 6.66667, 4, 1, 0.444444, 56, 28, 6.22222, 69.35, 136.571, 23, 1, 3, 20, 15, 1, 5, 0, 87, 6, 10, 0, 1, 1, 4, 41, 7, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 20.7143, 1, 1, 1, 0, 0, 0, 0, 0, 3, 1, 27, 0, 0, 0, 1, 1, 1, 0
3, 0, 0, 2, 18, 16, 6, 5, 3, 1.66667, 13, 15, 4.33333, 49.4048, 136, 6, 1, 1, 5, 1, 0, 2, 0, 18, 2, 10, 2, 0, 0, 2, 9, 2, 0
3, 0, 0, 2, 1, 1, 0.333333, 2, 1, 0.666667, -1, 0, -0.333333, 0, 99, 2, 1, 1, 1, 3, 0, 6, 0, 13, 3, 9, 0, 0, 6, 3, 8, 2, 0
22, 4, 1, 7, 413, 118, 18.7727, 138, 23, 6.27273, 275, 113, 12.5, 87.8565, 177.857, 10, 2, 3, 7, 325, 0, 9, 2, 267, 26, 58, 8, 0, 1, 20, 156, 67, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 34.2857, 3, 2, 0, 3, 28, 0, 2, 0, 28, 8, 33, 0, 0, 2, 8, 18, 8, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 20.7143, 2, 4, 0, 2, 1, 0, 0, 10, 36, 2, 24, 0, 0, 0, 1, 14, 12, 0
4, 1, 0, 2, 13, 6, 3.25, 9, 5, 2.25, 4, 4, 1, 13.7802, 110.143, 3, 2, 2, 1, 3, 0, 1, 1, 13, 3, 13, 1, 0, 0, 3, 6, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 2, 3, 1, 0, 1, 1, 15, 2, 16, 0, 0, 0, 1, 8, 4, 0
12, 1, 0, 7, 69, 17, 5.75, 67, 51, 5.58333, 2, 17, 0.166667, 208.59, 368.143, 6, 2, 1, 5, 3, 0, 2, 0, 17, 3, 15, 1, 0, 0, 3, 12, 4, 0
9, 2, 0, 6, 59, 16, 6.55556, 61, 51, 6.77778, -2, 14, -0.222222, 104.37, 262.857, 3, 2, 2, 1, 15, 0, 2, 0, 30, 6, 15, 2, 0, 0, 6, 13, 9, 0
95, 19, 2, 13, 1990, 132, 20.9474, 1099, 202, 11.5684, 891, 98, 9.37895, 207.691, 368.143, 153, 1, 138, 16, 1225, 6, 5, 0, 214, 50, 9, 3, 1, 0, 39, 124, 48, 1
2, 0, 0, 2, 2, 1, 1, 2, 1, 1, 0, 0, 0, 25.0714, 245.286, 9, 1, 0, 9, 1, 0, 0, 0, 78, 2, 9, 0, 0, 0, 2, 43, 13, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 170.143, 4, 1, 1, 3, 190, 0, 19, 26, 604, 20, 9, 2, 14, 7, 5, 103, 217, 0
3, 0, 0, 3, 20, 16, 6.66667, 18, 16, 6, 2, 2, 0.666667, 68, 82.1429, 3, 3, 1, 2, 3, 0, 7, 1, 45, 3, 16, 4, 1, 0, 2, 17, 10, 1
4, 0, 1, 2, 80, 59, 20, 15, 11, 3.75, 65, 48, 16.25, 16.5536, 49, 3, 2, 1, 2, 6, 0, 5, 13, 9, 4, 35, 2, 0, 3, 3, 9, 3, 0
3, 0, 0, 2, 45, 43, 15, 45, 43, 15, 0, 0, 0, 10.9968, 90.5714, 3, 2, 0, 3, 3, 0, 0, 2, 10, 3, 39, 0, 0, 0, 2, 6, 3, 0
3, 0, 0, 2, 92, 85, 30.6667, 344, 258, 114.667, -252, 0, -84, 11.0512, 90.5714, 11, 1, 10, 1, 15, 0, 3, 0, 23, 6, 9, 3, 1, 0, 5, 12, 6, 0
2, 0, 0, 2, 16, 15, 8, 44, 43, 22, -28, 0, -14, 6.5625, 14, 5, 2, 2, 3, 36, 2, 4, 0, 63, 9, 13, 4, 0, 0, 9, 24, 15, 0
2, 0, 0, 2, 56, 55, 28, 13, 12, 6.5, 43, 43, 21.5, 257.041, 264.857, 0, 1, 0, 0, 6, 0, 8, 0, 13, 4, 9, 0, 0, 8, 4, 5, 4, 0
20, 1, 0, 8, 184, 50, 9.2, 165, 51, 8.25, 19, 25, 0.95, 165.044, 366.857, 13, 1, 10, 3, 3, 9, 3, 0, 29, 3, 9, 0, 0, 1, 3, 12, 8, 1
2, 0, 1, 1, 61, 60, 30.5, 41, 40, 20.5, 20, 20, 10, 2.52927, 11.7143, 14, 2, 0, 14, 45, 0, 3, 1, 229, 10, 16, 2, 1, 1, 2, 53, 43, 0
1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 20.7143, 2, 1, 0, 2, 1, 0, 3, 0, 19, 2, 18, 0, 0, 3, 1, 7, 6, 0
1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 11.7143, 2, 1, 2, 0, 6, 1, 0, 0, 0, 4, 9, 0, 0, 0, 0, 4, 0, 0
11, 1, 0, 8, 78, 28, 7.09091, 88, 51, 8, -10, 27, -0.909091, 237.31, 368.143, 50, 1, 50, 0, 15, 33, 1, 0, 12, 6, 9, 1, 0, 0, 4, 9, 4, 1
6, 0, 0, 3, 64, 38, 10.6667, 10, 5, 1.66667, 54, 38, 9, 36.9531, 136.571, 12, 1, 1, 11, 1, 0, 5, 0, 58, 2, 10, 1, 0, 4, 2, 29, 10, 0
3, 0, 0, 2, 18, 16, 6, 5, 3, 1.66667, 13, 15, 4.33333, 49.9444, 136.571, 3, 1, 1, 2, 1, 0, 0, 0, 10, 2, 10, 0, 0, 0, 2, 6, 1, 0
